given_name,gender_code,ethnicity_code,count
Paige,f,b,791
Paige,f,h,95
Paige,f,w,472
Paloma,f,h,11
Paloma,f,w,11
Pamela,f,h,78
Paola,f,h,138
Paris,f,b,754
Paris,f,h,248
Parizoda,f,w,10
Parker,f,w,221
Parker,m,a,20
Parker,m,w,706
Patrick,m,a,190
Patrick,m,b,144
Patrick,m,h,168
Patrick,m,w,1257
Paul,m,b,148
Paul,m,h,265
Paul,m,w,778
Paula,f,h,120
Payton,f,b,102
Pearl,f,w,796
Pedro,m,h,590
Penelope,f,a,307
Penelope,f,b,63
Penelope,f,h,1131
Penelope,f,w,1651
Perel,f,w,352
Peretz,m,w,23
Perl,f,w,300
Perla,f,h,219
Perry,f,w,219
Pessy,f,w,773
Peter,m,a,66
Peter,m,h,398
Peter,m,w,1456
Peyton,f,b,876
Peyton,f,h,344
Peyton,f,w,295
Peyton,m,b,260
Philip,m,w,668
Phoebe,f,a,413
Phoebe,f,w,621
Phoenix,f,b,250
Phoenix,f,h,10
Phoenix,m,b,11
Phoenix,m,w,16
Pierce,m,w,52
Pinchas,m,w,415
Pinchus,m,w,305
Piper,f,w,423
Polina,f,w,72
Poppy,f,w,221
Precious,f,b,60
Preston,m,a,51
Preston,m,b,475
Preston,m,h,238
Preston,m,w,280
Prince,m,b,1051
Prince,m,h,509
Princess,f,b,240
Princeton,m,b,127
Priscilla,f,a,70
Priscilla,f,h,23
Queena,f,a,95
Queenie,f,a,419
Quincy,m,b,182
Quinn,f,w,612
Quinn,m,w,354
Rachel,f,a,698
Rachel,f,b,60
Rachel,f,h,474
Rachel,f,w,5299
Rafael,m,h,836
Rafael,m,w,808
Rahaf,f,w,25
Raina,f,a,199
Raizel,f,w,494
Raizy,f,w,1831
Ralph,m,w,21
Randy,m,h,890
Raphael,m,b,11
Raphael,m,w,658
Raquel,f,h,126
Raquel,f,w,128
Raul,m,h,222
Raya,f,w,11
Rayan,m,a,492
Rayan,m,w,532
Raymond,m,a,796
Raymond,m,h,520
Raymond,m,w,356
Rayna,f,a,10
Rayyan,m,a,291
Reagan,f,w,258
Rebecca,f,a,378
Rebecca,f,b,72
Rebecca,f,h,334
Rebecca,f,w,1325
Reed,m,w,192
Reem,f,w,106
Reese,f,w,532
Rehan,m,a,235
Reid,m,w,405
Reign,f,b,46
Reina,f,a,11
Reizy,f,w,80
Remi,f,w,26
Remy,f,w,30
Remy,m,w,38
Rena,f,w,66
Renata,f,h,10
Renee,f,a,60
Renee,f,w,60
Reuben,m,w,66
Reuven,m,w,135
Rhea,f,a,11
Rhys,m,w,164
Ricardo,m,b,60
Ricardo,m,h,621
Richard,m,a,652
Richard,m,b,449
Richard,m,h,829
Richard,m,w,701
Ricky,m,a,317
Rifka,f,w,86
Rifky,f,w,341
Rihanna,f,h,288
Riley,f,a,207
Riley,f,b,733
Riley,f,h,448
Riley,f,w,1122
Riley,m,a,60
Riley,m,b,253
Riley,m,h,432
Riley,m,w,229
Rina,f,w,24
Riva,f,w,20
River,m,w,65
Rivka,f,w,3233
Rivkah,f,w,55
Rivky,f,w,1566
Riya,f,a,96
Robert,m,a,10
Robert,m,b,536
Robert,m,h,930
Robert,m,w,2149
Roberto,m,h,446
Rocco,m,w,474
Rochel,f,w,809
Rodney,m,b,60
Rodrigo,m,h,347
Roger,m,h,78
Rohaan,m,a,10
Rohan,m,a,449
Roiza,f,w,60
Roizy,f,w,248
Roman,m,a,60
Roman,m,b,103
Roman,m,h,147
Roman,m,w,676
Romeo,m,h,331
Romy,f,w,84
Ronald,m,h,92
Ronaldo,m,h,10
Ronan,m,w,347
Rory,m,w,267
Rosa,f,h,153
Rosa,f,w,149
Rose,f,h,409
Rose,f,w,1268
Roselyn,f,h,198
Rosemary,f,h,11
Rosie,f,w,71
Rowan,f,w,86
Rowan,m,w,417
Roy,m,a,364
Royal,f,b,20
Royal,m,b,48
Royalty,f,b,37
Royce,m,b,14
Royce,m,h,66
Ruben,m,h,263
Ruby,f,a,24
Ruby,f,h,515
Ruby,f,w,1181
Ruchel,f,w,85
Ruchy,f,w,473
Russell,m,w,11
Ruth,f,h,150
Ruth,f,w,306
Ryan,f,b,15
Ryan,f,w,204
Ryan,m,a,4413
Ryan,m,b,1448
Ryan,m,h,3144
Ryan,m,w,3945
Ryder,m,a,133
Ryder,m,w,336
Rylee,f,b,55
Rylee,f,h,24
Sabiha,f,a,12
Sabina,f,w,105
Sabrina,f,a,472
Sabrina,f,h,466
Sabrina,f,w,785
Sade,f,b,96
Sadie,f,h,90
Sadie,f,w,1204
Safa,f,a,90
Safwan,m,a,43
Sage,f,b,44
Sage,f,w,136
Sage,m,b,10
Sahil,m,a,10
Saif,m,a,12
Saifan,m,a,35
Saige,f,b,76
Saint,m,b,14
Salma,f,w,364
Salome,f,h,126
Salvatore,m,w,768
Sam,m,w,957
Sama,f,w,12
Samaira,f,a,13
Samantha,f,a,606
Samantha,f,b,461
Samantha,f,h,2908
Samantha,f,w,1691
Samara,f,a,157
Samara,f,b,231
Samara,f,h,195
Sami,m,w,72
Samir,m,b,148
Samir,m,h,22
Samir,m,w,316
Samira,f,h,14
Samira,f,w,135
Samiya,f,b,60
Samiyah,f,b,251
Sammy,m,w,11
Samuel,m,a,858
Samuel,m,b,952
Samuel,m,h,2160
Samuel,m,w,5103
Sanaa,f,b,478
Sanai,f,b,460
Sandra,f,h,60
Saniya,f,b,78
Saniyah,f,b,315
Santiago,m,h,1497
Santino,m,w,279
Saoirse,f,w,10
Sapphire,f,b,11
Sara,f,a,593
Sara,f,h,681
Sara,f,w,3357
Sarah,f,a,1099
Sarah,f,b,853
Sarah,f,h,1335
Sarah,f,w,5500
Sarahi,f,h,16
Sarai,f,b,490
Sarai,f,h,619
Sari,f,w,10
Sariah,f,b,366
Sariah,f,h,60
Sarina,f,a,66
Sariyah,f,b,30
Sasha,f,b,246
Sasha,f,h,105
Sasha,f,w,412
Saul,m,h,210
Saul,m,w,27
Savanna,f,h,115
Savannah,f,a,90
Savannah,f,b,1192
Savannah,f,h,1204
Savannah,f,w,573
Savion,m,b,60
Sawyer,m,w,295
Scarlet,f,h,469
Scarlett,f,a,248
Scarlett,f,b,66
Scarlett,f,h,2170
Scarlett,f,w,1222
Scott,m,w,11
Sean,m,a,500
Sean,m,b,480
Sean,m,h,444
Sean,m,w,1100
Sebastian,m,a,418
Sebastian,m,b,557
Sebastian,m,h,6073
Sebastian,m,w,2382
Sekou,m,b,90
Selena,f,a,396
Selena,f,h,410
Selim,m,w,64
Selina,f,a,698
Selma,f,w,60
Serafina,f,w,10
Serena,f,a,540
Serena,f,w,297
Serenity,f,b,1405
Serenity,f,h,1165
Sergio,m,h,385
Seth,m,b,142
Seth,m,h,16
Seth,m,w,10
Sevyn,f,b,22
Shaina,f,w,472
Shaindel,f,w,313
Shaindy,f,w,1577
Shalom,m,w,364
Shane,m,b,206
Shane,m,h,60
Shane,m,w,534
Shania,f,b,150
Shaniya,f,b,66
Sharon,f,a,415
Shaul,m,w,89
Shawn,m,a,226
Shawn,m,b,333
Shawn,m,h,90
Shaya,m,w,817
Shayaan,m,a,78
Shayan,m,a,135
Shayla,f,b,60
Shayla,f,h,66
Shayna,f,w,72
Shea,f,w,13
Shea,m,w,402
Sheldon,m,a,13
Sherlyn,f,h,636
Sherry,f,a,78
Shevy,f,w,108
Shia,m,w,890
Shifra,f,w,521
Shiloh,f,b,174
Shiloh,m,b,16
Shimon,m,w,2698
Shira,f,w,547
Shirley,f,a,400
Shirley,f,h,280
Shloime,m,w,385
Shloimy,m,w,421
Shloma,m,w,133
Shlome,m,w,550
Shlomo,m,w,1757
Shmiel,m,w,609
Shmuel,m,w,1483
Shneur,m,w,202
Sholom,m,w,486
Shoshana,f,w,513
Shraga,m,w,142
Shreya,f,a,60
Shukrona,f,w,15
Shulem,m,w,1082
Sidney,m,w,60
Siena,f,w,469
Sienna,f,a,12
Sienna,f,b,17
Sienna,f,h,323
Sienna,f,w,1288
Silas,m,w,316
Sima,f,w,446
Simcha,m,w,886
Simi,f,w,73
Simon,m,a,145
Simon,m,w,1410
Simone,f,b,10
Simone,f,w,546
Sincere,m,b,503
Sky,f,b,10
Skye,f,b,305
Skyla,f,b,642
Skyla,f,h,351
Skylah,f,b,333
Skylah,f,h,60
Skylar,f,a,34
Skylar,f,b,1306
Skylar,f,h,527
Skylar,f,w,608
Skyler,f,b,86
Skyler,f,h,78
Skyler,m,a,10
Skyler,m,b,60
Skyler,m,h,132
Sloane,f,w,672
Sofia,f,a,621
Sofia,f,b,162
Sofia,f,h,4870
Sofia,f,w,3286
Solomon,m,b,10
Solomon,m,w,1246
Sonia,f,w,70
Sonny,m,w,17
Sophia,f,a,3198
Sophia,f,b,807
Sophia,f,h,6417
Sophia,f,w,4771
Sophie,f,a,900
Sophie,f,h,556
Sophie,f,w,2040
Soraya,f,b,60
Spencer,m,a,11
Spencer,m,w,556
Stacey,f,h,66
Stacy,f,h,227
Stanley,m,a,449
Stanley,m,w,60
Stefan,m,w,10
Stella,f,a,557
Stella,f,h,364
Stella,f,w,1977
Stephanie,f,a,528
Stephanie,f,b,60
Stephanie,f,h,1174
Stephanie,f,w,11
Stephany,f,h,66
Stephen,m,b,165
Stephen,m,h,217
Stephen,m,w,337
Steve,m,h,210
Steven,m,a,766
Steven,m,b,219
Steven,m,h,2166
Steven,m,w,842
Subhan,m,a,60
Sulaiman,m,a,10
Summer,f,a,230
Summer,f,b,507
Summer,f,h,184
Summer,f,w,302
Sunny,f,a,60
Suri,f,w,289
Sury,f,w,809
Sydney,f,a,156
Sydney,f,b,552
Sydney,f,w,915
Syed,m,a,651
Syeda,f,a,353
Sylvia,f,a,184
Sylvia,f,w,356
Sylvie,f,w,189
Symphony,f,b,78
Tabitha,f,b,60
Tahmid,m,a,10
Talia,f,b,183
Talia,f,w,1137
Taliyah,f,b,11
Tallulah,f,w,11
Tamar,f,w,306
Tamara,f,w,10
Tamia,f,b,317
Tanisha,f,a,72
Taraji,f,b,72
Tasnim,f,a,60
Tatiana,f,h,277
Taylor,f,a,11
Taylor,f,b,1523
Taylor,f,h,339
Taylor,f,w,658
Taylor,m,b,66
Taylor,m,h,60
Teagan,f,w,36
Tehila,f,w,41
Tenzin,f,a,846
Tenzin,m,a,858
Terrell,m,b,120
Terrence,m,a,84
Terrence,m,b,66
Terry,m,a,76
Tess,f,w,66
Tessa,f,w,381
Thea,f,w,117
Theo,m,a,13
Theo,m,w,378
Theodora,f,w,26
Theodore,m,a,453
Theodore,m,h,109
Theodore,m,w,2785
Thiago,m,h,838
Thierno,m,b,14
Thomas,m,a,498
Thomas,m,b,173
Thomas,m,h,627
Thomas,m,w,3362
Tiana,f,b,374
Tiana,f,h,66
Tianna,f,b,168
Tiffany,f,a,977
Tiffany,f,h,547
Timothy,m,a,430
Timothy,m,b,305
Timothy,m,h,275
Timothy,m,w,678
Timur,m,w,26
Tina,f,a,272
Toba,f,w,25
Tobias,m,w,10
Toby,f,w,1302
Tomas,m,h,190
Tomas,m,w,60
Tony,m,a,262
Tori,f,b,362
Tova,f,w,113
Trany,f,w,158
Travis,m,a,148
Travis,m,b,240
Travis,m,h,78
Trinity,f,b,610
Trinity,f,h,136
Tristan,m,a,415
Tristan,m,b,1421
Tristan,m,h,839
Tristan,m,w,662
Troy,m,b,156
Tyler,m,a,927
Tyler,m,b,2364
Tyler,m,h,1348
Tyler,m,w,1302
Tzipora,f,w,384
Tziporah,f,w,185
Tzippy,f,w,82
Tzirel,f,w,12
Tzivia,f,w,150
Tzvi,m,w,1293
Umar,m,w,21
Uriel,m,h,452
Usher,m,w,723
Valentin,m,h,11
Valentina,f,h,3015
Valentina,f,w,1122
Valentino,m,h,109
Valeria,f,h,1120
Valerie,f,a,24
Valerie,f,h,1500
Valerie,f,w,335
Valery,f,h,229
Vanessa,f,a,332
Vanessa,f,b,85
Vanessa,f,h,1026
Vanessa,f,w,318
Veer,m,a,25
Vera,f,a,10
Vera,f,w,419
Veronica,f,h,160
Veronica,f,w,586
Veronika,f,w,66
Vicky,f,a,609
Victor,m,a,396
Victor,m,b,96
Victor,m,h,1331
Victor,m,w,834
Victoria,f,a,734
Victoria,f,b,884
Victoria,f,h,3362
Victoria,f,w,2632
Vienna,f,w,26
Vihaan,m,a,174
Viktor,m,w,10
Vincent,m,a,1613
Vincent,m,h,496
Vincent,m,w,1427
Vincenzo,m,w,182
Violet,f,a,71
Violet,f,b,146
Violet,f,h,595
Violet,f,w,1353
Violeta,f,h,82
Virginia,f,w,72
Vivian,f,a,1054
Vivian,f,h,60
Vivian,f,w,1160
Viviana,f,h,126
Viviana,f,w,10
Vivienne,f,w,889
Walker,m,w,10
Walter,m,h,60
Walter,m,w,126
Wendy,f,a,96
Wendy,f,h,345
Wesley,m,a,370
Wesley,m,h,183
Wesley,m,w,432
Weston,m,w,86
Wilder,m,w,11
Willa,f,w,559
William,m,a,2091
William,m,b,707
William,m,h,1958
William,m,w,4628
Willow,f,w,53
Wilson,m,a,438
Wilson,m,h,202
Winnie,f,a,560
Winnie,f,w,11
Winston,m,a,286
Winston,m,w,87
Winter,f,b,110
Wolf,m,w,170
Wyatt,m,a,10
Wyatt,m,b,82
Wyatt,m,w,830
Wynter,f,b,269
Xander,m,a,11
Xander,m,h,127
Xander,m,w,11
Xavier,m,a,259
Xavier,m,b,1362
Xavier,m,h,2331
Xavier,m,w,504
Ximena,f,h,602
Xin,f,a,210
Yaakov,m,w,1466
Yachet,f,w,90
Yadiel,m,h,604
Yael,f,w,522
Yael,m,h,102
Yahir,m,h,437
Yahya,m,a,11
Yahya,m,w,87
Yair,m,h,60
Yakov,m,w,1677
Yamilet,f,h,66
Yamileth,f,h,166
Yandel,m,h,252
Yaniel,m,h,60
Yanky,m,w,83
Yara,f,b,12
Yara,f,w,74
Yareli,f,h,10
Yaretzi,f,h,871
Yariel,m,h,310
Yaritza,f,h,22
Yaseen,m,w,173
Yasmin,f,h,60
Yasmin,f,w,94
Yasmina,f,w,101
Yasmine,f,w,142
Yassin,m,w,95
Yechezkel,m,w,144
Yechiel,m,w,878
Yehoshua,m,w,657
Yehuda,m,w,2334
Yehudah,m,w,60
Yehudis,f,w,611
Yerik,m,h,78
Yesenia,f,h,66
Yeshaya,m,w,76
Yida,m,w,91
Yidel,m,w,149
Yides,f,w,739
Yisrael,m,w,299
Yisroel,m,w,2279
Yitta,f,w,72
Yitty,f,w,1274
Yitzchak,m,w,362
Yitzchok,m,w,1915
Yocheved,f,w,780
Yoel,m,w,505
Yona,m,w,60
Yonah,m,w,73
Yonatan,m,w,36
Yosef,m,w,3083
Yossi,m,w,337
Younis,m,w,11
Yousef,m,w,439
Youssef,m,w,511
Yu,f,a,78
Yuna,f,a,11
Yusuf,m,a,180
Yusuf,m,b,16
Yusuf,m,w,438
Zabdiel,m,h,11
Zachariah,m,b,60
Zachary,m,a,622
Zachary,m,b,746
Zachary,m,h,661
Zachary,m,w,2500
Zahara,f,b,71
Zahir,m,b,84
Zahra,f,a,357
Zahra,f,b,32
Zaid,m,h,30
Zaiden,m,b,99
Zain,m,a,311
Zain,m,w,130
Zainab,f,a,663
Zainab,f,b,13
Zainab,f,w,10
Zaire,m,b,634
Zakaria,m,w,10
Zalmen,m,w,284
Zamir,m,b,60
Zander,m,h,10
Zane,m,b,105
Zane,m,w,10
Zaniyah,f,b,190
Zara,f,a,651
Zara,f,b,271
Zara,f,h,129
Zara,f,w,62
Zaria,f,b,89
Zariah,f,b,236
Zayan,m,a,369
Zayden,m,b,203
Zayden,m,h,238
Zayn,m,a,83
Zayn,m,h,10
Zayn,m,w,62
Zelda,f,w,183
Zendaya,f,b,91
Zev,m,w,1416
Zhuri,f,b,10
Zion,m,b,1292
Zion,m,h,342
Zissy,f,w,740
Zoe,f,a,974
Zoe,f,b,985
Zoe,f,h,2176
Zoe,f,w,2390
Zoey,f,a,501
Zoey,f,b,865
Zoey,f,h,969
Zoey,f,w,638
Zora,f,b,11
Zoya,f,a,134
Zuri,f,b,524
Zuri,f,h,12
Zyaire,m,b,96
